Timestamp,CPU_Power_W_Actual,CPU_Temp_C,CPU_Fan_RPM,Ambient_Temp_C,Set_PPT_W,Mprime_Threads,Thermal_Resistance_Recalculated,Thermal_Resistance_Calculated
2025-06-03 13:14:41.997,24.961,53.04,847,22.8,25,6,1.2114899242818795,1.2114899242818795
2025-06-03 13:14:38.516,24.956,52.97,850,22.8,25,6,1.208927712774483,1.208927712774483
2025-06-03 13:14:39.684,24.954,52.69,850,22.8,25,6,1.1978039592850844,1.1978039592850844
2025-06-03 13:15:00.806,24.941,53.19,850,22.8,25,6,1.2184756024217152,1.2184756024217152
2025-06-03 13:14:59.632,24.944,52.77,850,22.8,25,6,1.2014913406029508,1.2014913406029508
2025-06-03 13:14:54.946,24.976,52.92,851,22.8,25,6,1.2059577194106343,1.2059577194106343
2025-06-03 13:14:56.125,24.977,52.92,851,22.8,25,6,1.205909436681747,1.205909436681747
2025-06-03 13:14:49.066,24.978,52.69,851,22.8,25,6,1.196653054688125,1.196653054688125
2025-06-03 13:14:47.882,24.975,52.84,851,22.8,25,6,1.2028028028028028,1.2028028028028028
2025-06-03 13:15:42.514,26.0,53.79,894,22.8,26,6,1.1919230769230769,1.1919230769230769
2025-06-03 13:15:43.674,25.996,53.91,894,22.8,26,6,1.1967225727034927,1.1967225727034927
2025-06-03 13:15:41.345,25.992,53.99,898,22.8,26,6,1.1999846106494303,1.1999846106494303
2025-06-03 13:15:40.170,25.991,53.8,898,22.8,26,6,1.1927205571159247,1.1927205571159247
2025-06-03 13:15:52.953,25.995,54.06,900,22.8,26,6,1.202538949798038,1.202538949798038
2025-06-03 13:15:47.137,25.997,53.83,900,22.8,26,6,1.1935992614532445,1.1935992614532445
2025-06-03 13:15:51.782,25.993,53.89,900,22.8,26,6,1.1960912553379757,1.1960912553379757
2025-06-03 13:15:48.295,25.993,54.01,900,22.8,26,6,1.2007078828915476,1.2007078828915476
